Title,Vernicular title,Author,contributor,Is part of,Related titles,Publisher,Year Published,Upplaga,Format,Language,Subject,Keywords,Description,Identifier,Source,Bound with,Permalink
"['Business Under Threat, Technology Under Attack, Ethics Under Fire: The Experience of Google in China']",,"['Tan, Justin ', ' Tan, Anna E.']",['nan'],"Journal of business ethics, 2012-11, Vol.110 (4), p.469-479",,Dordrecht: Springer,,,,English,"['Business ', ' Business ethics ', ' Case studies ', ' Censorship ', ' China ', ' Communication ', ' Copyright ', ' Corporate culture ', ' Education ', ' Ethics ', ' Hong Kong ', ' Human rights ', ' Industries ', ' Information services ', ' International business enterprises ', ' Internet ', ' Management ', ' Managerial economics ', ' Markets ', ' Philosophy ', ' Privacy ', ' Professional ethics ', ' Search engines ', ' Social responsibility of business ', ' Social sciences ', ' Technology']","['Article ', ' Business and Management ', ' Business ethic ', ' Business structures ', "" China (People's Republic) "", ' Chinese culture ', ' Commercial regulation ', ' Conflict ', ' general ', ' Google ', ' Google, Inc ', ' Hong Kong, China ', ' Internet search engine ', ' Quality of Life Research ', ' Social responsibility ', ' Social Sciences - Other Topics']","[""Although not frequently regarded as controversial, digital communications industries continue to be sites of CSR conflicts, particularly internationally. Investigating CSR issues in the digital communications industry is pertinent because in addition to being one of the fastest growing industries, it has created a host of new CSR issues that require further attention. This case study examines an incident in early 2010, when Google Inc. China and the Chinese government reached an impasse that produced a large-scale, transnational conflict that reached a head ostensibly over state-mandated censorship, ultimately prompting Google to withdraw from the mainland Chinese market and redirect its activities to Hong Kong. We track Google's experience in China, both to explore its strategies and to consider the implications for corporate social responsibility. We situate Google's drastic decision to withdraw entirely from mainland China in the complex multiplicity of ethical, cultural, and political conflicts that affect this particular case. On a broader level, the incident raises the question of how multinational corporations (MNCs) can achieve corporate growth while negotiating the highly sensitive sociopolitical and institutional environments of foreign nations.""]","['ISSN: 0167-4544', ' EISSN: 1573-0697', ' DOI: 10.1007/s10551-012-1494-0', ' CODEN: JBUEDJ']", SpringerNature:Bibsam:Springer Compact:2023,,https://gslg-hb.primo.exlibrisgroup.com/permalink/46GSLG_BORAS/o2sdmu/cdi_proquest_miscellaneous_1322745334
"['Business Under Threat, Technology Under Attack, Ethics Under Fire: The Experience of Google in China']",,"['Tan, Justin ', ' Tan, Anna E.']",['nan'],"Journal of business ethics, 2012-11, Vol.110 (4), p.469-479",,Dordrecht: Springer,,,,English,"['Business ', ' Business ethics ', ' Case studies ', ' Censorship ', ' China ', ' Communication ', ' Copyright ', ' Corporate culture ', ' Education ', ' Ethics ', ' Hong Kong ', ' Human rights ', ' Industries ', ' Information services ', ' International business enterprises ', ' Internet ', ' Management ', ' Managerial economics ', ' Markets ', ' Philosophy ', ' Privacy ', ' Professional ethics ', ' Search engines ', ' Social responsibility of business ', ' Social sciences ', ' Technology']","['Article ', ' Business and Management ', ' Business ethic ', ' Business structures ', "" China (People's Republic) "", ' Chinese culture ', ' Commercial regulation ', ' Conflict ', ' general ', ' Google ', ' Google, Inc ', ' Hong Kong, China ', ' Internet search engine ', ' Quality of Life Research ', ' Social responsibility ', ' Social Sciences - Other Topics']","[""Although not frequently regarded as controversial, digital communications industries continue to be sites of CSR conflicts, particularly internationally. Investigating CSR issues in the digital communications industry is pertinent because in addition to being one of the fastest growing industries, it has created a host of new CSR issues that require further attention. This case study examines an incident in early 2010, when Google Inc. China and the Chinese government reached an impasse that produced a large-scale, transnational conflict that reached a head ostensibly over state-mandated censorship, ultimately prompting Google to withdraw from the mainland Chinese market and redirect its activities to Hong Kong. We track Google's experience in China, both to explore its strategies and to consider the implications for corporate social responsibility. We situate Google's drastic decision to withdraw entirely from mainland China in the complex multiplicity of ethical, cultural, and political conflicts that affect this particular case. On a broader level, the incident raises the question of how multinational corporations (MNCs) can achieve corporate growth while negotiating the highly sensitive sociopolitical and institutional environments of foreign nations.""]","['ISSN: 0167-4544', ' EISSN: 1573-0697', ' DOI: 10.1007/s10551-012-1494-0', ' CODEN: JBUEDJ']", Scopus,,https://gslg-hb.primo.exlibrisgroup.com/permalink/46GSLG_BORAS/o2sdmu/cdi_proquest_miscellaneous_1322745334
"['Business Under Threat, Technology Under Attack, Ethics Under Fire: The Experience of Google in China']",,"['Tan, Justin ', ' Tan, Anna E.']",['nan'],"Journal of business ethics, 2012-11, Vol.110 (4), p.469-479",,Dordrecht: Springer,,,,English,"['Business ', ' Business ethics ', ' Case studies ', ' Censorship ', ' China ', ' Communication ', ' Copyright ', ' Corporate culture ', ' Education ', ' Ethics ', ' Hong Kong ', ' Human rights ', ' Industries ', ' Information services ', ' International business enterprises ', ' Internet ', ' Management ', ' Managerial economics ', ' Markets ', ' Philosophy ', ' Privacy ', ' Professional ethics ', ' Search engines ', ' Social responsibility of business ', ' Social sciences ', ' Technology']","['Article ', ' Business and Management ', ' Business ethic ', ' Business structures ', "" China (People's Republic) "", ' Chinese culture ', ' Commercial regulation ', ' Conflict ', ' general ', ' Google ', ' Google, Inc ', ' Hong Kong, China ', ' Internet search engine ', ' Quality of Life Research ', ' Social responsibility ', ' Social Sciences - Other Topics']","[""Although not frequently regarded as controversial, digital communications industries continue to be sites of CSR conflicts, particularly internationally. Investigating CSR issues in the digital communications industry is pertinent because in addition to being one of the fastest growing industries, it has created a host of new CSR issues that require further attention. This case study examines an incident in early 2010, when Google Inc. China and the Chinese government reached an impasse that produced a large-scale, transnational conflict that reached a head ostensibly over state-mandated censorship, ultimately prompting Google to withdraw from the mainland Chinese market and redirect its activities to Hong Kong. We track Google's experience in China, both to explore its strategies and to consider the implications for corporate social responsibility. We situate Google's drastic decision to withdraw entirely from mainland China in the complex multiplicity of ethical, cultural, and political conflicts that affect this particular case. On a broader level, the incident raises the question of how multinational corporations (MNCs) can achieve corporate growth while negotiating the highly sensitive sociopolitical and institutional environments of foreign nations.""]","['ISSN: 0167-4544', ' EISSN: 1573-0697', ' DOI: 10.1007/s10551-012-1494-0', ' CODEN: JBUEDJ']"," Social Sciences Citation Index<img src=""https://exlibris-pub.s3.amazonaws.com/fromwos-v2.jpg"" />",,https://gslg-hb.primo.exlibrisgroup.com/permalink/46GSLG_BORAS/o2sdmu/cdi_proquest_miscellaneous_1322745334
"['Business Under Threat, Technology Under Attack, Ethics Under Fire: The Experience of Google in China']",,"['Tan, Justin ', ' Tan, Anna E.']",['nan'],"Journal of business ethics, 2012-11, Vol.110 (4), p.469-479",,Dordrecht: Springer,,,,English,"['Business ', ' Business ethics ', ' Case studies ', ' Censorship ', ' China ', ' Communication ', ' Copyright ', ' Corporate culture ', ' Education ', ' Ethics ', ' Hong Kong ', ' Human rights ', ' Industries ', ' Information services ', ' International business enterprises ', ' Internet ', ' Management ', ' Managerial economics ', ' Markets ', ' Philosophy ', ' Privacy ', ' Professional ethics ', ' Search engines ', ' Social responsibility of business ', ' Social sciences ', ' Technology']","['Article ', ' Business and Management ', ' Business ethic ', ' Business structures ', "" China (People's Republic) "", ' Chinese culture ', ' Commercial regulation ', ' Conflict ', ' general ', ' Google ', ' Google, Inc ', ' Hong Kong, China ', ' Internet search engine ', ' Quality of Life Research ', ' Social responsibility ', ' Social Sciences - Other Topics']","[""Although not frequently regarded as controversial, digital communications industries continue to be sites of CSR conflicts, particularly internationally. Investigating CSR issues in the digital communications industry is pertinent because in addition to being one of the fastest growing industries, it has created a host of new CSR issues that require further attention. This case study examines an incident in early 2010, when Google Inc. China and the Chinese government reached an impasse that produced a large-scale, transnational conflict that reached a head ostensibly over state-mandated censorship, ultimately prompting Google to withdraw from the mainland Chinese market and redirect its activities to Hong Kong. We track Google's experience in China, both to explore its strategies and to consider the implications for corporate social responsibility. We situate Google's drastic decision to withdraw entirely from mainland China in the complex multiplicity of ethical, cultural, and political conflicts that affect this particular case. On a broader level, the incident raises the question of how multinational corporations (MNCs) can achieve corporate growth while negotiating the highly sensitive sociopolitical and institutional environments of foreign nations.""]","['ISSN: 0167-4544', ' EISSN: 1573-0697', ' DOI: 10.1007/s10551-012-1494-0', ' CODEN: JBUEDJ']"," Web of Science - Social Sciences Citation Index - 2012<img src=""https://exlibris-pub.s3.amazonaws.com/fromwos-v2.jpg"" />",,https://gslg-hb.primo.exlibrisgroup.com/permalink/46GSLG_BORAS/o2sdmu/cdi_proquest_miscellaneous_1322745334
"['Business Under Threat, Technology Under Attack, Ethics Under Fire: The Experience of Google in China']",,"['Tan, Justin ', ' Tan, Anna E.']",['nan'],"Journal of business ethics, 2012-11, Vol.110 (4), p.469-479",,Dordrecht: Springer,,,,English,"['Business ', ' Business ethics ', ' Case studies ', ' Censorship ', ' China ', ' Communication ', ' Copyright ', ' Corporate culture ', ' Education ', ' Ethics ', ' Hong Kong ', ' Human rights ', ' Industries ', ' Information services ', ' International business enterprises ', ' Internet ', ' Management ', ' Managerial economics ', ' Markets ', ' Philosophy ', ' Privacy ', ' Professional ethics ', ' Search engines ', ' Social responsibility of business ', ' Social sciences ', ' Technology']","['Article ', ' Business and Management ', ' Business ethic ', ' Business structures ', "" China (People's Republic) "", ' Chinese culture ', ' Commercial regulation ', ' Conflict ', ' general ', ' Google ', ' Google, Inc ', ' Hong Kong, China ', ' Internet search engine ', ' Quality of Life Research ', ' Social responsibility ', ' Social Sciences - Other Topics']","[""Although not frequently regarded as controversial, digital communications industries continue to be sites of CSR conflicts, particularly internationally. Investigating CSR issues in the digital communications industry is pertinent because in addition to being one of the fastest growing industries, it has created a host of new CSR issues that require further attention. This case study examines an incident in early 2010, when Google Inc. China and the Chinese government reached an impasse that produced a large-scale, transnational conflict that reached a head ostensibly over state-mandated censorship, ultimately prompting Google to withdraw from the mainland Chinese market and redirect its activities to Hong Kong. We track Google's experience in China, both to explore its strategies and to consider the implications for corporate social responsibility. We situate Google's drastic decision to withdraw entirely from mainland China in the complex multiplicity of ethical, cultural, and political conflicts that affect this particular case. On a broader level, the incident raises the question of how multinational corporations (MNCs) can achieve corporate growth while negotiating the highly sensitive sociopolitical and institutional environments of foreign nations.""]","['ISSN: 0167-4544', ' EISSN: 1573-0697', ' DOI: 10.1007/s10551-012-1494-0', ' CODEN: JBUEDJ']", Healthcare Administration Database,,https://gslg-hb.primo.exlibrisgroup.com/permalink/46GSLG_BORAS/o2sdmu/cdi_proquest_miscellaneous_1322745334
"['Business Under Threat, Technology Under Attack, Ethics Under Fire: The Experience of Google in China']",,"['Tan, Justin ', ' Tan, Anna E.']",['nan'],"Journal of business ethics, 2012-11, Vol.110 (4), p.469-479",,Dordrecht: Springer,,,,English,"['Business ', ' Business ethics ', ' Case studies ', ' Censorship ', ' China ', ' Communication ', ' Copyright ', ' Corporate culture ', ' Education ', ' Ethics ', ' Hong Kong ', ' Human rights ', ' Industries ', ' Information services ', ' International business enterprises ', ' Internet ', ' Management ', ' Managerial economics ', ' Markets ', ' Philosophy ', ' Privacy ', ' Professional ethics ', ' Search engines ', ' Social responsibility of business ', ' Social sciences ', ' Technology']","['Article ', ' Business and Management ', ' Business ethic ', ' Business structures ', "" China (People's Republic) "", ' Chinese culture ', ' Commercial regulation ', ' Conflict ', ' general ', ' Google ', ' Google, Inc ', ' Hong Kong, China ', ' Internet search engine ', ' Quality of Life Research ', ' Social responsibility ', ' Social Sciences - Other Topics']","[""Although not frequently regarded as controversial, digital communications industries continue to be sites of CSR conflicts, particularly internationally. Investigating CSR issues in the digital communications industry is pertinent because in addition to being one of the fastest growing industries, it has created a host of new CSR issues that require further attention. This case study examines an incident in early 2010, when Google Inc. China and the Chinese government reached an impasse that produced a large-scale, transnational conflict that reached a head ostensibly over state-mandated censorship, ultimately prompting Google to withdraw from the mainland Chinese market and redirect its activities to Hong Kong. We track Google's experience in China, both to explore its strategies and to consider the implications for corporate social responsibility. We situate Google's drastic decision to withdraw entirely from mainland China in the complex multiplicity of ethical, cultural, and political conflicts that affect this particular case. On a broader level, the incident raises the question of how multinational corporations (MNCs) can achieve corporate growth while negotiating the highly sensitive sociopolitical and institutional environments of foreign nations.""]","['ISSN: 0167-4544', ' EISSN: 1573-0697', ' DOI: 10.1007/s10551-012-1494-0', ' CODEN: JBUEDJ']", Access via ABI/INFORM (ProQuest),,https://gslg-hb.primo.exlibrisgroup.com/permalink/46GSLG_BORAS/o2sdmu/cdi_proquest_miscellaneous_1322745334
"['Business Under Threat, Technology Under Attack, Ethics Under Fire: The Experience of Google in China']",,"['Tan, Justin ', ' Tan, Anna E.']",['nan'],"Journal of business ethics, 2012-11, Vol.110 (4), p.469-479",,Dordrecht: Springer,,,,English,"['Business ', ' Business ethics ', ' Case studies ', ' Censorship ', ' China ', ' Communication ', ' Copyright ', ' Corporate culture ', ' Education ', ' Ethics ', ' Hong Kong ', ' Human rights ', ' Industries ', ' Information services ', ' International business enterprises ', ' Internet ', ' Management ', ' Managerial economics ', ' Markets ', ' Philosophy ', ' Privacy ', ' Professional ethics ', ' Search engines ', ' Social responsibility of business ', ' Social sciences ', ' Technology']","['Article ', ' Business and Management ', ' Business ethic ', ' Business structures ', "" China (People's Republic) "", ' Chinese culture ', ' Commercial regulation ', ' Conflict ', ' general ', ' Google ', ' Google, Inc ', ' Hong Kong, China ', ' Internet search engine ', ' Quality of Life Research ', ' Social responsibility ', ' Social Sciences - Other Topics']","[""Although not frequently regarded as controversial, digital communications industries continue to be sites of CSR conflicts, particularly internationally. Investigating CSR issues in the digital communications industry is pertinent because in addition to being one of the fastest growing industries, it has created a host of new CSR issues that require further attention. This case study examines an incident in early 2010, when Google Inc. China and the Chinese government reached an impasse that produced a large-scale, transnational conflict that reached a head ostensibly over state-mandated censorship, ultimately prompting Google to withdraw from the mainland Chinese market and redirect its activities to Hong Kong. We track Google's experience in China, both to explore its strategies and to consider the implications for corporate social responsibility. We situate Google's drastic decision to withdraw entirely from mainland China in the complex multiplicity of ethical, cultural, and political conflicts that affect this particular case. On a broader level, the incident raises the question of how multinational corporations (MNCs) can achieve corporate growth while negotiating the highly sensitive sociopolitical and institutional environments of foreign nations.""]","['ISSN: 0167-4544', ' EISSN: 1573-0697', ' DOI: 10.1007/s10551-012-1494-0', ' CODEN: JBUEDJ']", ProQuest One Business,,https://gslg-hb.primo.exlibrisgroup.com/permalink/46GSLG_BORAS/o2sdmu/cdi_proquest_miscellaneous_1322745334
"['Business Under Threat, Technology Under Attack, Ethics Under Fire: The Experience of Google in China']",,"['Tan, Justin ', ' Tan, Anna E.']",['nan'],"Journal of business ethics, 2012-11, Vol.110 (4), p.469-479",,Dordrecht: Springer,,,,English,"['Business ', ' Business ethics ', ' Case studies ', ' Censorship ', ' China ', ' Communication ', ' Copyright ', ' Corporate culture ', ' Education ', ' Ethics ', ' Hong Kong ', ' Human rights ', ' Industries ', ' Information services ', ' International business enterprises ', ' Internet ', ' Management ', ' Managerial economics ', ' Markets ', ' Philosophy ', ' Privacy ', ' Professional ethics ', ' Search engines ', ' Social responsibility of business ', ' Social sciences ', ' Technology']","['Article ', ' Business and Management ', ' Business ethic ', ' Business structures ', "" China (People's Republic) "", ' Chinese culture ', ' Commercial regulation ', ' Conflict ', ' general ', ' Google ', ' Google, Inc ', ' Hong Kong, China ', ' Internet search engine ', ' Quality of Life Research ', ' Social responsibility ', ' Social Sciences - Other Topics']","[""Although not frequently regarded as controversial, digital communications industries continue to be sites of CSR conflicts, particularly internationally. Investigating CSR issues in the digital communications industry is pertinent because in addition to being one of the fastest growing industries, it has created a host of new CSR issues that require further attention. This case study examines an incident in early 2010, when Google Inc. China and the Chinese government reached an impasse that produced a large-scale, transnational conflict that reached a head ostensibly over state-mandated censorship, ultimately prompting Google to withdraw from the mainland Chinese market and redirect its activities to Hong Kong. We track Google's experience in China, both to explore its strategies and to consider the implications for corporate social responsibility. We situate Google's drastic decision to withdraw entirely from mainland China in the complex multiplicity of ethical, cultural, and political conflicts that affect this particular case. On a broader level, the incident raises the question of how multinational corporations (MNCs) can achieve corporate growth while negotiating the highly sensitive sociopolitical and institutional environments of foreign nations.""]","['ISSN: 0167-4544', ' EISSN: 1573-0697', ' DOI: 10.1007/s10551-012-1494-0', ' CODEN: JBUEDJ']", Business Source Premier,,https://gslg-hb.primo.exlibrisgroup.com/permalink/46GSLG_BORAS/o2sdmu/cdi_proquest_miscellaneous_1322745334
"['Business Under Threat, Technology Under Attack, Ethics Under Fire: The Experience of Google in China']",,"['Tan, Justin ', ' Tan, Anna E.']",['nan'],"Journal of business ethics, 2012-11, Vol.110 (4), p.469-479",,Dordrecht: Springer,,,,English,"['Business ', ' Business ethics ', ' Case studies ', ' Censorship ', ' China ', ' Communication ', ' Copyright ', ' Corporate culture ', ' Education ', ' Ethics ', ' Hong Kong ', ' Human rights ', ' Industries ', ' Information services ', ' International business enterprises ', ' Internet ', ' Management ', ' Managerial economics ', ' Markets ', ' Philosophy ', ' Privacy ', ' Professional ethics ', ' Search engines ', ' Social responsibility of business ', ' Social sciences ', ' Technology']","['Article ', ' Business and Management ', ' Business ethic ', ' Business structures ', "" China (People's Republic) "", ' Chinese culture ', ' Commercial regulation ', ' Conflict ', ' general ', ' Google ', ' Google, Inc ', ' Hong Kong, China ', ' Internet search engine ', ' Quality of Life Research ', ' Social responsibility ', ' Social Sciences - Other Topics']","[""Although not frequently regarded as controversial, digital communications industries continue to be sites of CSR conflicts, particularly internationally. Investigating CSR issues in the digital communications industry is pertinent because in addition to being one of the fastest growing industries, it has created a host of new CSR issues that require further attention. This case study examines an incident in early 2010, when Google Inc. China and the Chinese government reached an impasse that produced a large-scale, transnational conflict that reached a head ostensibly over state-mandated censorship, ultimately prompting Google to withdraw from the mainland Chinese market and redirect its activities to Hong Kong. We track Google's experience in China, both to explore its strategies and to consider the implications for corporate social responsibility. We situate Google's drastic decision to withdraw entirely from mainland China in the complex multiplicity of ethical, cultural, and political conflicts that affect this particular case. On a broader level, the incident raises the question of how multinational corporations (MNCs) can achieve corporate growth while negotiating the highly sensitive sociopolitical and institutional environments of foreign nations.""]","['ISSN: 0167-4544', ' EISSN: 1573-0697', ' DOI: 10.1007/s10551-012-1494-0', ' CODEN: JBUEDJ']", JSTOR Arts & Sciences VI,,https://gslg-hb.primo.exlibrisgroup.com/permalink/46GSLG_BORAS/o2sdmu/cdi_proquest_miscellaneous_1322745334
"['Business Under Threat, Technology Under Attack, Ethics Under Fire: The Experience of Google in China']",,"['Tan, Justin ', ' Tan, Anna E.']",['nan'],"Journal of business ethics, 2012-11, Vol.110 (4), p.469-479",,Dordrecht: Springer,,,,English,"['Business ', ' Business ethics ', ' Case studies ', ' Censorship ', ' China ', ' Communication ', ' Copyright ', ' Corporate culture ', ' Education ', ' Ethics ', ' Hong Kong ', ' Human rights ', ' Industries ', ' Information services ', ' International business enterprises ', ' Internet ', ' Management ', ' Managerial economics ', ' Markets ', ' Philosophy ', ' Privacy ', ' Professional ethics ', ' Search engines ', ' Social responsibility of business ', ' Social sciences ', ' Technology']","['Article ', ' Business and Management ', ' Business ethic ', ' Business structures ', "" China (People's Republic) "", ' Chinese culture ', ' Commercial regulation ', ' Conflict ', ' general ', ' Google ', ' Google, Inc ', ' Hong Kong, China ', ' Internet search engine ', ' Quality of Life Research ', ' Social responsibility ', ' Social Sciences - Other Topics']","[""Although not frequently regarded as controversial, digital communications industries continue to be sites of CSR conflicts, particularly internationally. Investigating CSR issues in the digital communications industry is pertinent because in addition to being one of the fastest growing industries, it has created a host of new CSR issues that require further attention. This case study examines an incident in early 2010, when Google Inc. China and the Chinese government reached an impasse that produced a large-scale, transnational conflict that reached a head ostensibly over state-mandated censorship, ultimately prompting Google to withdraw from the mainland Chinese market and redirect its activities to Hong Kong. We track Google's experience in China, both to explore its strategies and to consider the implications for corporate social responsibility. We situate Google's drastic decision to withdraw entirely from mainland China in the complex multiplicity of ethical, cultural, and political conflicts that affect this particular case. On a broader level, the incident raises the question of how multinational corporations (MNCs) can achieve corporate growth while negotiating the highly sensitive sociopolitical and institutional environments of foreign nations.""]","['ISSN: 0167-4544', ' EISSN: 1573-0697', ' DOI: 10.1007/s10551-012-1494-0', ' CODEN: JBUEDJ']", ProQuest Central,,https://gslg-hb.primo.exlibrisgroup.com/permalink/46GSLG_BORAS/o2sdmu/cdi_proquest_miscellaneous_1322745334
['An Evidence of the Seamless Experience: Touchy Promotional Campaign'],,"['Ahmed, Sohel ', ' Ting, Ding Hooi ', ' Johl, Satirenjit Kaur']",['nan'],"Global business and management research, 2015-04, Vol.7 (2), p.63",,Boca Raton: Global Business and Management Research: An International Journal,,,,English,"['Advertising campaigns ', ' Consumer behavior ', ' Consumers ', ' Emotions ', ' Marketing ', ' Sales promotion']","['Consumer research ', ' Customer feedback ', ' Sensitivity analysis ', ' Software industry ', ' Studies']","[""In recent times, the notion of consumer emotional and sentimental engagement through promotional campaigning has drawn increasing attention from practitioners'. Different types of strategies are being employed by the marketers for capturing emotional sentiments of consumers' and also attempting to modify consumers' behavior towards the company's goal. However, present academic advertisement literatures do not have many evidences of currently used marketer's advertisement tactics. The focus of this study is to examine the underlying reasons on what draws consumers to participate and engage in promotional activities. This study highlights a marketer proposed promotional ingredients that is called seamless experience and also to come across upon its evidences in successful advertisement or promotional campaign. Seamless experience is one of the three components of invitational marketing concept"", ' a new concept of the promotional campaign that is sponsored by marketers.']","['ISSN: 1947-5667', ' EISSN: 1947-5667']",Access via ABI/INFORM (ProQuest),,https://gslg-hb.primo.exlibrisgroup.com/permalink/46GSLG_BORAS/o2sdmu/cdi_proquest_journals_1759325507
['An Evidence of the Seamless Experience: Touchy Promotional Campaign'],,"['Ahmed, Sohel ', ' Ting, Ding Hooi ', ' Johl, Satirenjit Kaur']",['nan'],"Global business and management research, 2015-04, Vol.7 (2), p.63",,Boca Raton: Global Business and Management Research: An International Journal,,,,English,"['Advertising campaigns ', ' Consumer behavior ', ' Consumers ', ' Emotions ', ' Marketing ', ' Sales promotion']","['Consumer research ', ' Customer feedback ', ' Sensitivity analysis ', ' Software industry ', ' Studies']","[""In recent times, the notion of consumer emotional and sentimental engagement through promotional campaigning has drawn increasing attention from practitioners'. Different types of strategies are being employed by the marketers for capturing emotional sentiments of consumers' and also attempting to modify consumers' behavior towards the company's goal. However, present academic advertisement literatures do not have many evidences of currently used marketer's advertisement tactics. The focus of this study is to examine the underlying reasons on what draws consumers to participate and engage in promotional activities. This study highlights a marketer proposed promotional ingredients that is called seamless experience and also to come across upon its evidences in successful advertisement or promotional campaign. Seamless experience is one of the three components of invitational marketing concept"", ' a new concept of the promotional campaign that is sponsored by marketers.']","['ISSN: 1947-5667', ' EISSN: 1947-5667']", ProQuest One Business,,https://gslg-hb.primo.exlibrisgroup.com/permalink/46GSLG_BORAS/o2sdmu/cdi_proquest_journals_1759325507
['An Evidence of the Seamless Experience: Touchy Promotional Campaign'],,"['Ahmed, Sohel ', ' Ting, Ding Hooi ', ' Johl, Satirenjit Kaur']",['nan'],"Global business and management research, 2015-04, Vol.7 (2), p.63",,Boca Raton: Global Business and Management Research: An International Journal,,,,English,"['Advertising campaigns ', ' Consumer behavior ', ' Consumers ', ' Emotions ', ' Marketing ', ' Sales promotion']","['Consumer research ', ' Customer feedback ', ' Sensitivity analysis ', ' Software industry ', ' Studies']","[""In recent times, the notion of consumer emotional and sentimental engagement through promotional campaigning has drawn increasing attention from practitioners'. Different types of strategies are being employed by the marketers for capturing emotional sentiments of consumers' and also attempting to modify consumers' behavior towards the company's goal. However, present academic advertisement literatures do not have many evidences of currently used marketer's advertisement tactics. The focus of this study is to examine the underlying reasons on what draws consumers to participate and engage in promotional activities. This study highlights a marketer proposed promotional ingredients that is called seamless experience and also to come across upon its evidences in successful advertisement or promotional campaign. Seamless experience is one of the three components of invitational marketing concept"", ' a new concept of the promotional campaign that is sponsored by marketers.']","['ISSN: 1947-5667', ' EISSN: 1947-5667']", ProQuest Central,,https://gslg-hb.primo.exlibrisgroup.com/permalink/46GSLG_BORAS/o2sdmu/cdi_proquest_journals_1759325507
['Repurposing Digital Methods in a Post-API Research Environment: Methodological and Ethical Implications'],,"['Caliandro, Alessandro']",['nan'],"Italian Sociological Review, 2021-01, Vol.11 (4S), p.225-242",,Verona: Italian Sociological Review,,,,English,"['Case studies ', ' Communication ', ' Ethics ', ' Internet ', ' Mass media ', ' Privacy ', ' Research ', ' Smartphones ', ' Social media ', ' Social networks']","['Emic and etic ', ' Methodological problems ', ' Research ethics']","[""Especially after the social media curtailing brought about the Cambridge Analytica scandal, it has become increasingly difficult to do social media research by using digital methods as well as following the medium. This condition brings in new methodological and ethical challenges. This article proposes some methodological strategies to 'repurpose' digital methods in a post-API research environment. The discussion draws on three case studies: 1) studying Instagram stories: the scraping dilemma"", ' 2) studying smartphone in everyday contexts: researching digital environments not connected to APIs', ' 3) studying fake news on Twitter: dealing with increasingly useless APIs data. For each case study methodological and ethical implications are examined. In conclusion, the article suggests that a possible viable strategy to repurpose digital methods in a postAPI era is to follow the natives (along with the medium), that is, to take advantage of the natively digital methods through which social media users manage their own data as well as emic conception of what is ethical (or at least acceptable) regarding the handling of their own data.']",['EISSN: 2239-8589'],Sociological Abstracts,,https://gslg-hb.primo.exlibrisgroup.com/permalink/46GSLG_BORAS/o2sdmu/cdi_proquest_journals_2522189068
['Repurposing Digital Methods in a Post-API Research Environment: Methodological and Ethical Implications'],,"['Caliandro, Alessandro']",['nan'],"Italian Sociological Review, 2021-01, Vol.11 (4S), p.225-242",,Verona: Italian Sociological Review,,,,English,"['Case studies ', ' Communication ', ' Ethics ', ' Internet ', ' Mass media ', ' Privacy ', ' Research ', ' Smartphones ', ' Social media ', ' Social networks']","['Emic and etic ', ' Methodological problems ', ' Research ethics']","[""Especially after the social media curtailing brought about the Cambridge Analytica scandal, it has become increasingly difficult to do social media research by using digital methods as well as following the medium. This condition brings in new methodological and ethical challenges. This article proposes some methodological strategies to 'repurpose' digital methods in a post-API research environment. The discussion draws on three case studies: 1) studying Instagram stories: the scraping dilemma"", ' 2) studying smartphone in everyday contexts: researching digital environments not connected to APIs', ' 3) studying fake news on Twitter: dealing with increasingly useless APIs data. For each case study methodological and ethical implications are examined. In conclusion, the article suggests that a possible viable strategy to repurpose digital methods in a postAPI era is to follow the natives (along with the medium), that is, to take advantage of the natively digital methods through which social media users manage their own data as well as emic conception of what is ethical (or at least acceptable) regarding the handling of their own data.']",['EISSN: 2239-8589'], ProQuest Central,,https://gslg-hb.primo.exlibrisgroup.com/permalink/46GSLG_BORAS/o2sdmu/cdi_proquest_journals_2522189068
